page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
milano/roserio,https://www.booking.com/searchresults.html?ss=Roserio%2C%20Milan%2C%20Italy,"Roserio, Milan, Italy","Roserio, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/stephenson,https://www.booking.com/searchresults.html?ss=Stephenson%2C%20Milan%2C%20Italy,"Stephenson, Milan, Italy","Stephenson, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/quarto-oggiaro-vialba-musocco,https://www.booking.com/searchresults.html?ss=Quarto%20Oggiaro%20-%20Vialba%20-%20Musocco%2C%20Milan%2C%20Italy,"Quarto Oggiaro - Vialba - Musocco, Milan, Italy","Quarto Oggiaro - Vialba - Musocco, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/bovisa,https://www.booking.com/searchresults.html?ss=Bovisa%2C%20Milan%2C%20Italy,"Bovisa, Milan, Italy","Bovisa, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/farini,https://www.booking.com/searchresults.html?ss=Farini%2C%20Milan%2C%20Italy,"Farini, Milan, Italy","Farini, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/dergano,https://www.booking.com/searchresults.html?ss=Dergano%2C%20Milan%2C%20Italy,"Dergano, Milan, Italy","Dergano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/affori,https://www.booking.com/searchresults.html?ss=Affori%2C%20Milan%2C%20Italy,"Affori, Milan, Italy","Affori, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/bovisasca,https://www.booking.com/searchresults.html?ss=Bovisasca%2C%20Milan%2C%20Italy,"Bovisasca, Milan, Italy","Bovisasca, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/comasina,https://www.booking.com/searchresults.html?ss=Comasina%2C%20Milan%2C%20Italy,"Comasina, Milan, Italy","Comasina, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/bruzzano,https://www.booking.com/searchresults.html?ss=Bruzzano%2C%20Milan%2C%20Italy,"Bruzzano, Milan, Italy","Bruzzano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-nord,https://www.booking.com/searchresults.html?ss=Parco%20Nord%2C%20Milan%2C%20Italy,"Parco Nord, Milan, Italy","Parco Nord, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-delle-abbazie,https://www.booking.com/searchresults.html?ss=Parco%20delle%20Abbazie%2C%20Milan%2C%20Italy,"Parco delle Abbazie, Milan, Italy","Parco delle Abbazie, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-dei-navigli,https://www.booking.com/searchresults.html?ss=Parco%20dei%20Navigli%2C%20Milan%2C%20Italy,"Parco dei Navigli, Milan, Italy","Parco dei Navigli, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/assiano,https://www.booking.com/searchresults.html?ss=Assiano%2C%20Milan%2C%20Italy,"Assiano, Milan, Italy","Assiano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/monlue-ponte-lambro,https://www.booking.com/searchresults.html?ss=Monlu%C3%A8%20-%20Ponte%20Lambro%2C%20Milan%2C%20Italy,"Monluè - Ponte Lambro, Milan, Italy","Monluè - Ponte Lambro, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-bosco-in-citta,https://www.booking.com/searchresults.html?ss=Parco%20Bosco%20in%20Citt%C3%A0%2C%20Milan%2C%20Italy,"Parco Bosco in Città, Milan, Italy","Parco Bosco in Città, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/allach-untermenzing,https://www.booking.com/searchresults.html?ss=Allach-Untermenzing%2C%20Munich%2C%20Germany,"Allach-Untermenzing, Munich, Germany","Allach-Untermenzing, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/altstadt-lehel,https://www.booking.com/searchresults.html?ss=Altstadt-Lehel%2C%20Munich%2C%20Germany,"Altstadt-Lehel, Munich, Germany","Altstadt-Lehel, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/au-haidhausen,https://www.booking.com/searchresults.html?ss=Au-Haidhausen%2C%20Munich%2C%20Germany,"Au-Haidhausen, Munich, Germany","Au-Haidhausen, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/aubing-lochhausen-langwied,https://www.booking.com/searchresults.html?ss=Aubing-Lochhausen-Langwied%2C%20Munich%2C%20Germany,"Aubing-Lochhausen-Langwied, Munich, Germany","Aubing-Lochhausen-Langwied, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/berg-am-laim,https://www.booking.com/searchresults.html?ss=Berg%20am%20Laim%2C%20Munich%2C%20Germany,"Berg am Laim, Munich, Germany","Berg am Laim, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/bogenhausen,https://www.booking.com/searchresults.html?ss=Bogenhausen%2C%20Munich%2C%20Germany,"Bogenhausen, Munich, Germany","Bogenhausen, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/feldmoching-hasenbergl,https://www.booking.com/searchresults.html?ss=Feldmoching-Hasenbergl%2C%20Munich%2C%20Germany,"Feldmoching-Hasenbergl, Munich, Germany","Feldmoching-Hasenbergl, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/hadern,https://www.booking.com/searchresults.html?ss=Hadern%2C%20Munich%2C%20Germany,"Hadern, Munich, Germany","Hadern, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/laim,https://www.booking.com/searchresults.html?ss=Laim%2C%20Munich%2C%20Germany,"Laim, Munich, Germany","Laim, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/ludwigsvorstadt-isarvorstadt,https://www.booking.com/searchresults.html?ss=Ludwigsvorstadt-Isarvorstadt%2C%20Munich%2C%20Germany,"Ludwigsvorstadt-Isarvorstadt, Munich, Germany","Ludwigsvorstadt-Isarvorstadt, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/maxvorstadt,https://www.booking.com/searchresults.html?ss=Maxvorstadt%2C%20Munich%2C%20Germany,"Maxvorstadt, Munich, Germany","Maxvorstadt, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/milbertshofen-am-hart,https://www.booking.com/searchresults.html?ss=Milbertshofen-Am%20Hart%2C%20Munich%2C%20Germany,"Milbertshofen-Am Hart, Munich, Germany","Milbertshofen-Am Hart, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/moosach,https://www.booking.com/searchresults.html?ss=Moosach%2C%20Munich%2C%20Germany,"Moosach, Munich, Germany","Moosach, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/neuhausen-nymphenburg,https://www.booking.com/searchresults.html?ss=Neuhausen-Nymphenburg%2C%20Munich%2C%20Germany,"Neuhausen-Nymphenburg, Munich, Germany","Neuhausen-Nymphenburg, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/obergiesing-fasangarten,https://www.booking.com/searchresults.html?ss=Obergiesing-Fasangarten%2C%20Munich%2C%20Germany,"Obergiesing-Fasangarten, Munich, Germany","Obergiesing-Fasangarten, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/pasing-obermenzing,https://www.booking.com/searchresults.html?ss=Pasing-Obermenzing%2C%20Munich%2C%20Germany,"Pasing-Obermenzing, Munich, Germany","Pasing-Obermenzing, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/ramersdorf-perlach,https://www.booking.com/searchresults.html?ss=Ramersdorf-Perlach%2C%20Munich%2C%20Germany,"Ramersdorf-Perlach, Munich, Germany","Ramersdorf-Perlach, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/schwabing-freimann,https://www.booking.com/searchresults.html?ss=Schwabing-Freimann%2C%20Munich%2C%20Germany,"Schwabing-Freimann, Munich, Germany","Schwabing-Freimann, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/schwabing-west,https://www.booking.com/searchresults.html?ss=Schwabing-West%2C%20Munich%2C%20Germany,"Schwabing-West, Munich, Germany","Schwabing-West, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/schwanthalerhoehe,https://www.booking.com/searchresults.html?ss=Schwanthalerhoehe%2C%20Munich%2C%20Germany,"Schwanthalerhoehe, Munich, Germany","Schwanthalerhoehe, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/sendling,https://www.booking.com/searchresults.html?ss=Sendling%2C%20Munich%2C%20Germany,"Sendling, Munich, Germany","Sendling, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/sendling-westpark,https://www.booking.com/searchresults.html?ss=Sendling-Westpark%2C%20Munich%2C%20Germany,"Sendling-Westpark, Munich, Germany","Sendling-Westpark, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/thalkirchen-obersendling-forstenried-fuerstenried-solln,https://www.booking.com/searchresults.html?ss=Thalkirchen-Obersendling-Forstenried-Fuerstenried-Solln%2C%20Munich%2C%20Germany,"Thalkirchen-Obersendling-Forstenried-Fuerstenried-Solln, Munich, Germany","Thalkirchen-Obersendling-Forstenried-Fuerstenried-Solln, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/trudering-riem,https://www.booking.com/searchresults.html?ss=Trudering-Riem%2C%20Munich%2C%20Germany,"Trudering-Riem, Munich, Germany","Trudering-Riem, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
monaco-di-baviera/untergiesing-harlaching,https://www.booking.com/searchresults.html?ss=Untergiesing-Harlaching%2C%20Munich%2C%20Germany,"Untergiesing-Harlaching, Munich, Germany","Untergiesing-Harlaching, Munich, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-1,https://www.booking.com/searchresults.html?ss=Chiaia%2C%20Napoli%2C%20Italy,"Chiaia, Napoli, Italy","Chiaia, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-2,https://www.booking.com/searchresults.html?ss=Quartieri%20Spagnoli%2C%20Napoli%2C%20Italy,"Quartieri Spagnoli, Napoli, Italy","Quartieri Spagnoli, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-3,https://www.booking.com/searchresults.html?ss=Sanita%2C%20Napoli%2C%20Italy,"Sanita, Napoli, Italy","Sanita, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-4,https://www.booking.com/searchresults.html?ss=Piazza%20Garibaldi%2C%20Napoli%2C%20Italy,"Piazza Garibaldi, Napoli, Italy","Piazza Garibaldi, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-5,https://www.booking.com/searchresults.html?ss=Vomero%2C%20Napoli%2C%20Italy,"Vomero, Napoli, Italy","Vomero, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-6,https://www.booking.com/searchresults.html?ss=Ponticelli%2C%20Napoli%2C%20Italy,"Ponticelli, Napoli, Italy","Ponticelli, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-7,https://www.booking.com/searchresults.html?ss=Secondigliano%2C%20Napoli%2C%20Italy,"Secondigliano, Napoli, Italy","Secondigliano, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-8,https://www.booking.com/searchresults.html?ss=Scampia%2C%20Napoli%2C%20Italy,"Scampia, Napoli, Italy","Scampia, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-9,https://www.booking.com/searchresults.html?ss=Pianura%2C%20Napoli%2C%20Italy,"Pianura, Napoli, Italy","Pianura, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
napoli/municipalita-10,https://www.booking.com/searchresults.html?ss=Fuorigrotta%2C%20Napoli%2C%20Italy,"Fuorigrotta, Napoli, Italy","Fuorigrotta, Napoli, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/alna,https://www.booking.com/searchresults.html?ss=Alna%2C%20Oslo%2C%20Norway,"Alna, Oslo, Norway","Alna, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/bjerke,https://www.booking.com/searchresults.html?ss=Bjerke%2C%20Oslo%2C%20Norway,"Bjerke, Oslo, Norway","Bjerke, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/frogner,https://www.booking.com/searchresults.html?ss=Frogner%2C%20Oslo%2C%20Norway,"Frogner, Oslo, Norway","Frogner, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/gamle-oslo,https://www.booking.com/searchresults.html?ss=Gamle%20Oslo%2C%20Oslo%2C%20Norway,"Gamle Oslo, Oslo, Norway","Gamle Oslo, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/grorud,https://www.booking.com/searchresults.html?ss=Grorud%2C%20Oslo%2C%20Norway,"Grorud, Oslo, Norway","Grorud, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/grunerlokka,https://www.booking.com/searchresults.html?ss=Gr%C3%BCnerl%C3%B8kka%2C%20Oslo%2C%20Norway,"Grünerløkka, Oslo, Norway","Grünerløkka, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/nordre-aker,https://www.booking.com/searchresults.html?ss=Nordre%20Aker%2C%20Oslo%2C%20Norway,"Nordre Aker, Oslo, Norway","Nordre Aker, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/nordstrand,https://www.booking.com/searchresults.html?ss=Nordstrand%2C%20Oslo%2C%20Norway,"Nordstrand, Oslo, Norway","Nordstrand, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/sagene,https://www.booking.com/searchresults.html?ss=Sagene%2C%20Oslo%2C%20Norway,"Sagene, Oslo, Norway","Sagene, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/sentrum,https://www.booking.com/searchresults.html?ss=Sentrum%2C%20Oslo%2C%20Norway,"Sentrum, Oslo, Norway","Sentrum, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/st-hanshaugen,https://www.booking.com/searchresults.html?ss=St.%20Hanshaugen%2C%20Oslo%2C%20Norway,"St. Hanshaugen, Oslo, Norway","St. Hanshaugen, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/stovner,https://www.booking.com/searchresults.html?ss=Stovner%2C%20Oslo%2C%20Norway,"Stovner, Oslo, Norway","Stovner, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/sondre-nordstrand,https://www.booking.com/searchresults.html?ss=S%C3%B8ndre%20Nordstrand%2C%20Oslo%2C%20Norway,"Søndre Nordstrand, Oslo, Norway","Søndre Nordstrand, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/ullern,https://www.booking.com/searchresults.html?ss=Ullern%2C%20Oslo%2C%20Norway,"Ullern, Oslo, Norway","Ullern, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/vestre-aker,https://www.booking.com/searchresults.html?ss=Vestre%20Aker%2C%20Oslo%2C%20Norway,"Vestre Aker, Oslo, Norway","Vestre Aker, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
oslo/ostensjo,https://www.booking.com/searchresults.html?ss=%C3%98stensj%C3%B8%2C%20Oslo%2C%20Norway,"Østensjø, Oslo, Norway","Østensjø, Oslo, Norway",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-germain-l-auxerrois,https://www.booking.com/searchresults.html?ss=Saint-Germain-l%27Auxerrois%2C%20Paris%2C%20France,"Saint-Germain-l'Auxerrois, Paris, France","Saint-Germain-l'Auxerrois, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/halles,https://www.booking.com/searchresults.html?ss=Halles%2C%20Paris%2C%20France,"Halles, Paris, France","Halles, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/palais-royal,https://www.booking.com/searchresults.html?ss=Palais-Royal%2C%20Paris%2C%20France,"Palais-Royal, Paris, France","Palais-Royal, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/place-vendome,https://www.booking.com/searchresults.html?ss=Place-Vend%C3%B4me%2C%20Paris%2C%20France,"Place-Vendôme, Paris, France","Place-Vendôme, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/gaillon,https://www.booking.com/searchresults.html?ss=Gaillon%2C%20Paris%2C%20France,"Gaillon, Paris, France","Gaillon, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/vivienne,https://www.booking.com/searchresults.html?ss=Quartier%20Vivienne%2C%20Paris%202e%2C%20France,"Quartier Vivienne, Paris 2e, France","Quartier Vivienne, Paris 2e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/mail,https://www.booking.com/searchresults.html?ss=Quartier%20du%20Mail%2C%20Paris%202e%2C%20France,"Quartier du Mail, Paris 2e, France","Quartier du Mail, Paris 2e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/bonne-nouvelle,https://www.booking.com/searchresults.html?ss=Bonne-Nouvelle%2C%20Paris%2C%20France,"Bonne-Nouvelle, Paris, France","Bonne-Nouvelle, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/arts-et-metiers,https://www.booking.com/searchresults.html?ss=Arts-et-M%C3%A9tiers%2C%20Paris%2C%20France,"Arts-et-Métiers, Paris, France","Arts-et-Métiers, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/enfants-rouges,https://www.booking.com/searchresults.html?ss=Enfants-Rouges%2C%20Paris%2C%20France,"Enfants-Rouges, Paris, France","Enfants-Rouges, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/archives,https://www.booking.com/searchresults.html?ss=Quartier%20des%20Archives%2C%20Paris%203e%2C%20France,"Quartier des Archives, Paris 3e, France","Quartier des Archives, Paris 3e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/sainte-avoie,https://www.booking.com/searchresults.html?ss=Sainte-Avoie%2C%20Paris%2C%20France,"Sainte-Avoie, Paris, France","Sainte-Avoie, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-merri,https://www.booking.com/searchresults.html?ss=Saint-Merri%2C%20Paris%2C%20France,"Saint-Merri, Paris, France","Saint-Merri, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-gervais,https://www.booking.com/searchresults.html?ss=Quartier%20Saint-Gervais%2C%20Paris%204e%2C%20France,"Quartier Saint-Gervais, Paris 4e, France","Quartier Saint-Gervais, Paris 4e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/arsenal,https://www.booking.com/searchresults.html?ss=Quartier%20de%20l%27Arsenal%2C%20Paris%204e%2C%20France,"Quartier de l'Arsenal, Paris 4e, France","Quartier de l'Arsenal, Paris 4e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/notre-dame,https://www.booking.com/searchresults.html?ss=Notre-Dame%2C%20Paris%2C%20France,"Notre-Dame, Paris, France","Notre-Dame, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/saint-victor,https://www.booking.com/searchresults.html?ss=Quartier%20Saint-Victor%2C%20Paris%205e%2C%20France,"Quartier Saint-Victor, Paris 5e, France","Quartier Saint-Victor, Paris 5e, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/jardin-des-plantes,https://www.booking.com/searchresults.html?ss=Jardin-des-Plantes%2C%20Paris%2C%20France,"Jardin-des-Plantes, Paris, France","Jardin-des-Plantes, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
paris/val-de-grace,https://www.booking.com/searchresults.html?ss=Val-de-Grace%2C%20Paris%2C%20France,"Val-de-Grace, Paris, France","Val-de-Grace, Paris, France",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
